"","Date","GRAND LARCENY","FELONY ASSAULT","ROBBERY","BURGLARY","GRAND LARCENY OF MOTOR VEHICLE","RAPE","MURDER"
"2812",2013-09-12,147,66,64,48,22,6,0
"2813",2013-09-13,153,60,52,61,27,4,0
"2814",2013-09-14,113,79,56,34,28,3,0
"2815",2013-09-15,127,74,63,41,22,6,0
"2816",2013-09-16,117,34,71,61,22,4,1
"2817",2013-09-17,128,35,35,44,20,7,2
"2818",2013-09-18,149,32,60,46,26,3,1
"2819",2013-09-19,152,49,56,71,37,1,1
"2820",2013-09-20,166,75,62,69,29,6,1
"2821",2013-09-21,123,78,70,31,31,3,1
"2822",2013-09-22,118,70,59,42,27,6,0
"2823",2013-09-23,144,63,62,56,31,4,0
"2824",2013-09-24,130,40,63,53,24,2,0
"2825",2013-09-25,143,45,60,40,25,1,1
"2826",2013-09-26,128,43,63,49,27,3,0
"2827",2013-09-27,156,55,67,59,29,4,1
"2828",2013-09-28,136,68,62,51,20,2,0
"2829",2013-09-29,106,59,64,35,17,4,1
"2830",2013-09-30,149,57,67,54,25,3,0
"2831",2013-10-01,183,60,63,50,26,13,1
"2832",2013-10-02,134,56,55,56,19,3,2
"2833",2013-10-03,135,60,69,53,21,4,4
"2834",2013-10-04,144,80,67,69,19,4,1
"2835",2013-10-05,143,93,50,44,23,2,3
"2836",2013-10-06,112,72,59,44,22,6,2
"2837",2013-10-07,141,44,49,54,26,4,0
"2838",2013-10-08,138,42,56,41,13,2,0
"2839",2013-10-09,134,42,60,48,28,2,0
"2840",2013-10-10,123,50,73,50,22,7,0
"2841",2013-10-11,140,63,58,70,22,4,0
"2842",2013-10-12,113,86,66,30,23,3,0
"2843",2013-10-13,103,69,61,36,19,5,0
"2844",2013-10-14,124,44,60,42,18,3,1
"2845",2013-10-15,152,44,59,47,28,3,1
"2846",2013-10-16,116,33,71,58,22,1,0
"2847",2013-10-17,121,49,66,51,20,6,1
"2848",2013-10-18,151,58,68,69,31,1,3
"2849",2013-10-19,140,71,67,47,20,3,2
"2850",2013-10-20,123,65,61,35,28,4,1
"2851",2013-10-21,144,50,53,65,20,7,0
"2852",2013-10-22,127,40,50,47,21,3,0
"2853",2013-10-23,147,49,65,61,20,1,1
"2854",2013-10-24,137,35,37,61,24,2,0
"2855",2013-10-25,167,34,66,66,23,4,1
"2856",2013-10-26,140,55,40,49,25,4,5
"2857",2013-10-27,94,65,65,30,26,5,2
"2858",2013-10-28,122,56,66,51,24,3,0
"2859",2013-10-29,131,42,61,56,21,1,2
"2860",2013-10-30,132,54,56,48,20,2,1
"2861",2013-10-31,151,72,75,63,28,3,3
"2862",2013-11-01,177,81,72,55,25,5,0
"2863",2013-11-02,137,91,53,40,20,5,1
"2864",2013-11-03,90,57,67,28,12,3,1
"2865",2013-11-04,122,36,51,49,27,3,0
"2866",2013-11-05,112,44,57,48,17,3,1
"2867",2013-11-06,111,47,39,61,24,3,0
"2868",2013-11-07,122,35,60,47,21,5,0
"2869",2013-11-08,153,43,57,55,25,4,2
"2870",2013-11-09,137,66,47,35,17,3,0
"2871",2013-11-10,125,69,60,31,15,5,1
"2872",2013-11-11,116,43,63,36,24,3,3
"2873",2013-11-12,122,54,57,54,12,2,0
"2874",2013-11-13,120,48,39,47,17,2,0
"2875",2013-11-14,143,58,46,45,20,3,1
"2876",2013-11-15,166,56,69,60,23,1,2
"2877",2013-11-16,116,63,76,32,26,2,0
"2878",2013-11-17,113,67,59,40,20,4,1
"2879",2013-11-18,168,42,58,61,15,1,0
"2880",2013-11-19,105,51,57,45,16,1,1
"2881",2013-11-20,147,53,46,55,17,2,0
"2882",2013-11-21,108,34,46,61,24,1,0
"2883",2013-11-22,140,60,74,67,26,3,5
"2884",2013-11-23,147,62,61,31,19,3,0
"2885",2013-11-24,82,52,39,37,20,1,1
"2886",2013-11-25,141,43,57,44,26,1,0
"2887",2013-11-26,118,59,59,54,27,4,1
"2888",2013-11-27,144,50,61,71,17,1,1
"2889",2013-11-28,68,73,32,51,18,3,0
"2890",2013-11-29,127,63,45,37,15,1,1
"2891",2013-11-30,134,57,51,42,29,3,0
"2892",2013-12-01,155,64,68,35,25,4,2
"2893",2013-12-02,162,44,56,59,11,2,2
"2894",2013-12-03,121,49,59,57,10,1,1
"2895",2013-12-04,146,53,50,57,17,3,2
"2896",2013-12-05,161,47,56,62,16,8,0
"2897",2013-12-06,144,54,45,78,27,2,1
"2898",2013-12-07,134,55,48,35,30,3,1
"2899",2013-12-08,104,55,43,40,28,2,0
"2900",2013-12-09,143,36,66,55,21,2,0
"2901",2013-12-10,158,39,52,64,13,6,0
"2902",2013-12-11,159,46,63,52,23,2,0
"2903",2013-12-12,133,46,43,46,18,2,1
"2904",2013-12-13,173,51,62,70,22,6,1
"2905",2013-12-14,136,60,47,39,17,5,0
"2906",2013-12-15,113,51,54,30,22,2,0
"2907",2013-12-16,144,46,49,63,22,3,0
"2908",2013-12-17,126,55,38,55,18,3,0
"2909",2013-12-18,158,51,47,55,24,2,1
"2910",2013-12-19,156,50,63,51,20,4,0
"2911",2013-12-20,154,57,59,81,28,5,2
"2912",2013-12-21,155,68,71,43,21,4,2
"2913",2013-12-22,121,79,63,50,28,3,3
"2914",2013-12-23,131,67,51,66,25,0,1
"2915",2013-12-24,124,57,48,74,15,2,1
"2916",2013-12-25,63,59,43,32,10,2,0
"2917",2013-12-26,97,49,42,42,18,2,1
"2918",2013-12-27,130,51,52,52,32,4,0
"2919",2013-12-28,128,60,54,46,20,3,0
"2920",2013-12-29,113,72,44,26,15,2,0
"2921",2013-12-30,128,50,61,60,25,2,0
"2922",2013-12-31,124,40,51,49,18,0,0
"2923",2014-01-01,163,129,49,44,15,21,2
"2924",2014-01-02,94,47,45,59,14,2,1
"2925",2014-01-03,90,41,33,24,17,5,1
"2926",2014-01-04,74,41,29,39,16,3,2
"2927",2014-01-05,87,39,33,36,11,3,2
"2928",2014-01-06,128,39,56,61,17,1,0
"2929",2014-01-07,91,36,53,42,12,1,1
"2930",2014-01-08,129,47,29,57,27,2,3
"2931",2014-01-09,128,48,68,40,22,5,0
"2932",2014-01-10,141,54,63,60,20,2,2
"2933",2014-01-11,127,58,57,44,29,2,1
"2934",2014-01-12,111,55,49,38,14,2,0
"2935",2014-01-13,120,56,62,58,20,2,0
"2936",2014-01-14,126,64,55,48,28,0,1
"2937",2014-01-15,120,59,49,54,26,5,0
"2938",2014-01-16,127,42,63,56,21,0,1
"2939",2014-01-17,130,57,62,70,21,4,0
"2940",2014-01-18,104,49,47,51,37,4,3
"2941",2014-01-19,93,65,48,40,20,4,3
"2942",2014-01-20,105,44,47,33,22,3,0
"2943",2014-01-21,93,32,52,41,19,0,2
"2944",2014-01-22,73,42,35,37,20,2,0
"2945",2014-01-23,99,34,38,49,12,3,1
"2946",2014-01-24,112,42,39,62,16,3,1
"2947",2014-01-25,113,54,43,36,23,2,0
"2948",2014-01-26,83,49,44,33,14,3,1
"2949",2014-01-27,111,35,56,55,14,4,0
"2950",2014-01-28,103,48,44,47,25,1,0
"2951",2014-01-29,103,65,34,55,12,1,4
"2952",2014-01-30,124,52,47,48,17,4,0
"2953",2014-01-31,132,60,55,72,20,1,1
"2954",2014-02-01,145,68,56,48,27,6,0
"2955",2014-02-02,96,55,57,31,26,3,0
"2956",2014-02-03,88,42,49,39,15,0,2
"2957",2014-02-04,103,42,52,42,15,2,2
"2958",2014-02-05,103,50,29,39,7,0,2
"2959",2014-02-06,87,42,48,43,14,3,1
"2960",2014-02-07,130,55,40,74,17,2,0
"2961",2014-02-08,109,53,46,32,18,1,0
"2962",2014-02-09,77,52,49,43,14,3,0
"2963",2014-02-10,126,39,43,48,18,1,0
"2964",2014-02-11,106,45,53,45,17,0,0
"2965",2014-02-12,111,49,45,39,15,6,1
"2966",2014-02-13,78,39,32,20,13,2,0
"2967",2014-02-14,130,36,43,54,16,4,0
"2968",2014-02-15,95,73,60,35,16,6,0
"2969",2014-02-16,93,77,47,24,6,4,0
"2970",2014-02-17,106,46,34,38,15,3,0
"2971",2014-02-18,116,32,38,35,19,6,0
"2972",2014-02-19,86,41,48,46,16,3,0
"2973",2014-02-20,106,44,39,52,15,2,0
"2974",2014-02-21,91,45,54,65,18,3,1
"2975",2014-02-22,110,87,39,43,24,1,0
"2976",2014-02-23,86,54,44,36,11,2,2
"2977",2014-02-24,107,52,51,51,24,2,0
"2978",2014-02-25,118,45,38,43,20,2,0
"2979",2014-02-26,108,41,33,32,20,1,0
"2980",2014-02-27,84,41,29,43,16,1,0
"2981",2014-02-28,133,42,29,56,21,2,1
"2982",2014-03-01,147,53,41,35,24,8,0
"2983",2014-03-02,90,53,38,31,16,3,1
"2984",2014-03-03,104,45,24,44,17,1,2
"2985",2014-03-04,96,38,32,35,15,1,0
"2986",2014-03-05,109,40,40,38,15,2,0
"2987",2014-03-06,122,45,42,55,11,2,0
"2988",2014-03-07,120,51,41,57,23,1,0
"2989",2014-03-08,107,71,50,24,27,9,0
"2990",2014-03-09,85,63,31,27,18,2,1
"2991",2014-03-10,127,48,41,44,18,2,0
"2992",2014-03-11,98,53,29,38,13,1,2
"2993",2014-03-12,132,59,26,38,16,3,0
"2994",2014-03-13,109,27,20,51,21,3,2
"2995",2014-03-14,98,55,43,57,16,2,1
"2996",2014-03-15,128,59,54,44,15,2,1
"2997",2014-03-16,81,59,35,39,9,4,1
"2998",2014-03-17,109,46,36,42,21,4,1
"2999",2014-03-18,112,51,40,36,11,3,1
"3000",2014-03-19,120,39,30,48,30,3,0
"3001",2014-03-20,136,51,48,40,14,3,2
"3002",2014-03-21,122,63,46,54,17,1,0
"3003",2014-03-22,96,91,35,39,19,3,0
"3004",2014-03-23,72,79,55,26,16,1,1
"3005",2014-03-24,115,45,39,43,18,1,1
"3006",2014-03-25,113,49,35,41,17,4,0
"3007",2014-03-26,102,46,40,38,11,4,0
"3008",2014-03-27,116,54,46,37,18,1,3
"3009",2014-03-28,112,58,57,62,17,2,1
"3010",2014-03-29,98,44,39,28,14,4,2
"3011",2014-03-30,73,54,30,27,13,5,2
"3012",2014-03-31,109,41,39,34,16,3,0
"3013",2014-04-01,154,52,36,54,14,12,1
"3014",2014-04-02,117,49,35,54,19,2,1
"3015",2014-04-03,111,48,38,45,12,3,0
"3016",2014-04-04,123,36,46,65,24,2,0
"3017",2014-04-05,116,64,42,33,16,5,0
"3018",2014-04-06,94,64,35,22,18,5,5
"3019",2014-04-07,109,45,44,47,12,4,0
"3020",2014-04-08,113,60,40,48,18,1,0
"3021",2014-04-09,97,52,37,36,16,2,0
"3022",2014-04-10,116,57,40,39,25,5,0
"3023",2014-04-11,114,62,39,50,23,3,0
"3024",2014-04-12,130,85,44,38,18,6,2
"3025",2014-04-13,98,65,38,25,28,6,0
"3026",2014-04-14,127,57,42,37,20,1,1
"3027",2014-04-15,122,38,33,27,19,1,2
"3028",2014-04-16,107,41,32,40,24,1,0
"3029",2014-04-17,110,38,25,43,27,4,1
"3030",2014-04-18,113,33,51,58,17,2,0
"3031",2014-04-19,102,50,35,36,21,0,2
"3032",2014-04-20,91,70,51,28,17,5,1
"3033",2014-04-21,127,52,38,40,13,2,0
"3034",2014-04-22,118,48,37,38,24,2,0
"3035",2014-04-23,116,53,31,39,25,2,1
"3036",2014-04-24,105,52,40,42,17,3,0
"3037",2014-04-25,133,64,30,58,30,6,0
"3038",2014-04-26,92,72,44,31,22,4,3
"3039",2014-04-27,87,68,42,30,17,1,0
"3040",2014-04-28,129,44,44,41,24,2,0
"3041",2014-04-29,98,34,31,48,17,0,0
"3042",2014-04-30,115,40,35,47,23,0,0
"3043",2014-05-01,160,45,47,42,22,8,1
"3044",2014-05-02,144,52,43,52,29,2,1
"3045",2014-05-03,104,81,28,36,21,2,0
"3046",2014-05-04,89,70,42,29,24,4,0
"3047",2014-05-05,151,46,50,30,19,2,1
"3048",2014-05-06,122,59,42,49,20,2,0
"3049",2014-05-07,116,59,39,31,18,1,0
"3050",2014-05-08,116,53,27,52,20,1,1
"3051",2014-05-09,144,53,47,48,22,3,3
"3052",2014-05-10,128,71,62,32,28,9,1
"3053",2014-05-11,78,86,41,30,10,4,2
"3054",2014-05-12,126,65,50,40,27,3,0
"3055",2014-05-13,111,51,44,49,18,3,0
"3056",2014-05-14,126,51,46,43,18,2,0
"3057",2014-05-15,117,53,28,47,18,2,0
"3058",2014-05-16,125,62,49,70,23,5,0
"3059",2014-05-17,117,54,53,36,23,6,1
"3060",2014-05-18,97,79,43,27,19,2,1
"3061",2014-05-19,116,55,47,34,32,4,0
"3062",2014-05-20,127,45,41,42,23,1,1
"3063",2014-05-21,142,68,58,57,16,2,1
"3064",2014-05-22,119,34,44,48,23,3,0
"3065",2014-05-23,126,50,42,80,26,1,1
"3066",2014-05-24,100,63,40,58,24,1,0
"3067",2014-05-25,84,91,49,40,20,7,2
"3068",2014-05-26,114,82,59,35,16,3,1
"3069",2014-05-27,129,64,49,45,17,2,1
"3070",2014-05-28,132,36,47,49,21,2,0
"3071",2014-05-29,116,52,41,47,17,2,1
"3072",2014-05-30,124,66,48,66,17,2,1
"3073",2014-05-31,110,68,48,40,19,3,0
"3074",2014-06-01,174,64,34,32,25,11,2
"3075",2014-06-02,144,66,54,45,25,5,2
"3076",2014-06-03,139,58,37,42,28,3,0
"3077",2014-06-04,109,55,39,53,22,5,1
"3078",2014-06-05,110,47,39,42,15,5,0
"3079",2014-06-06,136,71,39,58,24,1,2
"3080",2014-06-07,113,82,48,33,13,4,1
"3081",2014-06-08,102,93,47,23,24,8,2
"3082",2014-06-09,144,63,47,40,20,2,0
"3083",2014-06-10,134,55,49,39,22,7,0
"3084",2014-06-11,148,59,30,50,23,2,0
"3085",2014-06-12,134,54,51,52,21,5,0
"3086",2014-06-13,126,49,38,58,23,4,1
"3087",2014-06-14,148,76,35,37,18,4,1
"3088",2014-06-15,116,78,62,19,19,3,0
"3089",2014-06-16,132,79,52,48,16,4,2
"3090",2014-06-17,137,64,57,46,21,0,1
"3091",2014-06-18,136,49,34,48,26,6,4
"3092",2014-06-19,128,59,33,43,30,2,2
"3093",2014-06-20,155,50,52,58,17,3,1
"3094",2014-06-21,127,62,46,36,21,3,2
"3095",2014-06-22,97,77,37,36,17,6,2
"3096",2014-06-23,137,53,38,58,18,4,1
"3097",2014-06-24,127,56,43,31,19,4,0
"3098",2014-06-25,137,58,45,50,14,5,0
"3099",2014-06-26,142,60,41,50,24,4,1
"3100",2014-06-27,152,54,27,72,29,3,1
"3101",2014-06-28,129,88,47,42,16,2,1
"3102",2014-06-29,123,92,44,40,14,1,4
"3103",2014-06-30,133,54,45,61,14,0,1
"3104",2014-07-01,178,58,49,52,23,3,0
"3105",2014-07-02,131,67,45,46,19,4,0
"3106",2014-07-03,133,55,41,53,21,2,2
"3107",2014-07-04,97,66,51,57,19,4,0
"3108",2014-07-05,100,95,40,34,16,4,1
"3109",2014-07-06,124,92,52,39,27,3,7
"3110",2014-07-07,165,64,50,42,24,3,0
"3111",2014-07-08,136,50,39,52,24,2,2
"3112",2014-07-09,125,57,36,39,32,4,1
"3113",2014-07-10,135,47,48,57,28,2,1
"3114",2014-07-11,136,64,38,55,18,2,1
"3115",2014-07-12,125,69,47,57,20,3,0
"3116",2014-07-13,112,83,54,36,26,4,1
"3117",2014-07-14,145,63,61,59,20,5,1
"3118",2014-07-15,130,54,50,48,34,2,1
"3119",2014-07-16,128,40,46,50,13,3,0
"3120",2014-07-17,120,56,40,44,32,3,0
"3121",2014-07-18,136,62,35,63,31,1,1
"3122",2014-07-19,115,72,56,57,22,5,0
"3123",2014-07-20,112,85,50,38,29,10,0
"3124",2014-07-21,121,45,42,58,28,1,0
"3125",2014-07-22,135,49,61,46,26,4,2
"3126",2014-07-23,116,62,50,50,33,4,1
"3127",2014-07-24,127,57,43,54,24,1,0
"3128",2014-07-25,157,51,55,69,25,6,1
"3129",2014-07-26,112,54,35,56,39,5,1
"3130",2014-07-27,112,94,55,39,25,5,1
"3131",2014-07-28,135,61,43,60,25,5,1
"3132",2014-07-29,132,38,55,54,22,3,1
"3133",2014-07-30,135,61,39,52,20,5,1
"3134",2014-07-31,151,50,49,49,31,4,1
"3135",2014-08-01,193,62,46,53,22,13,0
"3136",2014-08-02,136,70,47,37,15,2,0
"3137",2014-08-03,122,61,38,43,21,4,1
"3138",2014-08-04,135,56,53,41,31,7,1
"3139",2014-08-05,111,49,58,58,17,2,1
"3140",2014-08-06,118,51,50,45,26,3,0
"3141",2014-08-07,132,53,39,49,25,6,0
"3142",2014-08-08,137,44,46,63,28,4,2
"3143",2014-08-09,120,72,41,45,26,4,2
"3144",2014-08-10,110,86,60,38,24,2,2
"3145",2014-08-11,136,62,42,42,24,3,1
"3146",2014-08-12,113,48,42,54,21,2,2
"3147",2014-08-13,119,45,38,45,28,5,1
"3148",2014-08-14,148,38,52,33,28,2,0
"3149",2014-08-15,157,57,46,70,39,4,0
"3150",2014-08-16,132,84,50,49,25,6,0
"3151",2014-08-17,111,86,51,42,24,8,2
"3152",2014-08-18,132,43,46,50,30,2,1
"3153",2014-08-19,125,45,46,46,26,3,2
"3154",2014-08-20,136,56,50,49,19,3,2
"3155",2014-08-21,122,60,52,44,33,5,1
"3156",2014-08-22,133,66,44,61,27,2,3
"3157",2014-08-23,113,88,61,37,34,3,0
"3158",2014-08-24,101,85,59,25,19,5,0
"3159",2014-08-25,121,47,40,53,27,1,0
"3160",2014-08-26,127,63,42,54,19,7,1
"3161",2014-08-27,132,62,45,51,23,3,0
"3162",2014-08-28,145,46,47,63,21,2,0
"3163",2014-08-29,153,40,62,77,28,2,2
"3164",2014-08-30,136,84,47,40,28,1,0
"3165",2014-08-31,114,68,53,43,27,8,4
"3166",2014-09-01,161,68,54,39,16,17,3
"3167",2014-09-02,142,49,41,59,23,3,1
"3168",2014-09-03,135,56,39,48,19,2,2
"3169",2014-09-04,138,47,54,43,30,1,0
"3170",2014-09-05,141,60,46,55,27,3,3
"3171",2014-09-06,126,62,49,40,26,9,3
"3172",2014-09-07,113,68,58,38,21,4,2
"3173",2014-09-08,127,57,48,59,21,1,1
"3174",2014-09-09,109,45,35,53,24,3,2
"3175",2014-09-10,137,43,38,46,22,6,0
"3176",2014-09-11,117,49,49,47,29,3,1
"3177",2014-09-12,129,55,48,49,24,2,0
"3178",2014-09-13,122,52,44,58,22,6,0
"3179",2014-09-14,97,85,39,37,19,2,0
"3180",2014-09-15,120,56,44,71,23,6,0
"3181",2014-09-16,135,42,43,55,20,2,0
"3182",2014-09-17,130,50,42,53,18,5,0
"3183",2014-09-18,117,53,47,52,22,2,0
"3184",2014-09-19,130,52,55,66,23,4,0
"3185",2014-09-20,157,68,60,38,27,4,1
"3186",2014-09-21,104,62,43,43,29,0,4
"3187",2014-09-22,122,41,45,61,17,4,1
"3188",2014-09-23,127,51,50,53,16,3,0
"3189",2014-09-24,119,51,55,54,17,2,0
"3190",2014-09-25,116,46,58,54,24,4,3
"3191",2014-09-26,143,55,44,57,19,3,2
"3192",2014-09-27,136,80,56,45,21,3,1
"3193",2014-09-28,100,77,40,32,24,3,1
"3194",2014-09-29,127,52,47,37,21,3,1
"3195",2014-09-30,143,53,40,64,18,1,0
"3196",2014-10-01,178,48,59,59,22,11,0
"3197",2014-10-02,138,45,48,58,22,4,2
"3198",2014-10-03,143,44,53,61,30,3,0
"3199",2014-10-04,113,83,50,31,26,5,0
"3200",2014-10-05,123,68,42,27,17,1,3
"3201",2014-10-06,136,42,43,48,14,4,1
"3202",2014-10-07,128,61,47,44,20,3,0
"3203",2014-10-08,107,46,41,45,27,4,2
"3204",2014-10-09,129,66,40,47,25,1,0
"3205",2014-10-10,154,56,50,66,21,3,2
"3206",2014-10-11,128,58,42,42,17,5,1
"3207",2014-10-12,127,71,42,37,23,3,1
"3208",2014-10-13,111,42,35,49,20,3,0
"3209",2014-10-14,154,60,56,64,28,4,0
"3210",2014-10-15,135,54,51,59,35,6,3
"3211",2014-10-16,116,41,59,59,28,6,1
"3212",2014-10-17,169,54,57,75,19,5,1
"3213",2014-10-18,119,85,47,38,19,7,3
"3214",2014-10-19,108,72,49,36,20,4,1
"3215",2014-10-20,156,41,44,61,29,3,0
"3216",2014-10-21,144,50,42,56,17,3,1
"3217",2014-10-22,117,49,46,61,26,2,1
"3218",2014-10-23,112,48,44,45,18,0,3
"3219",2014-10-24,148,66,50,54,24,5,4
"3220",2014-10-25,137,67,59,36,27,5,0
"3221",2014-10-26,112,62,62,28,19,1,1
"3222",2014-10-27,137,60,55,45,23,6,1
"3223",2014-10-28,117,43,53,54,22,5,0
"3224",2014-10-29,127,53,46,69,14,4,0
"3225",2014-10-30,132,44,55,60,13,1,0
"3226",2014-10-31,160,54,85,69,25,4,1
"3227",2014-11-01,162,66,57,38,22,14,0
"3228",2014-11-02,90,62,42,32,19,2,2
"3229",2014-11-03,134,54,36,53,14,3,0
"3230",2014-11-04,132,49,53,37,30,1,0
"3231",2014-11-05,131,53,59,51,17,5,0
"3232",2014-11-06,114,54,55,50,24,0,0
"3233",2014-11-07,158,56,41,55,35,2,1
"3234",2014-11-08,115,78,49,36,20,2,2
"3235",2014-11-09,101,62,49,24,17,4,2
"3236",2014-11-10,123,56,49,51,19,2,2
"3237",2014-11-11,107,56,52,45,15,3,1
"3238",2014-11-12,110,57,57,45,21,3,1
"3239",2014-11-13,110,41,49,38,18,2,2
"3240",2014-11-14,119,47,42,69,21,0,0
"3241",2014-11-15,123,43,51,38,24,3,1
"3242",2014-11-16,105,61,46,27,20,3,1
"3243",2014-11-17,121,37,49,54,14,1,1
"3244",2014-11-18,117,43,34,42,21,1,0
"3245",2014-11-19,115,45,35,46,14,1,1
"3246",2014-11-20,119,39,47,40,29,4,1
"3247",2014-11-21,109,41,69,48,32,3,2
"3248",2014-11-22,118,72,38,48,15,4,0
"3249",2014-11-23,110,49,41,30,28,8,0
"3250",2014-11-24,135,63,60,60,25,3,1
"3251",2014-11-25,128,57,43,56,21,5,0
"3252",2014-11-26,100,42,53,69,17,0,2
"3253",2014-11-27,77,34,25,44,10,8,1
"3254",2014-11-28,162,51,37,34,14,1,1
"3255",2014-11-29,113,46,35,39,13,2,0
"3256",2014-11-30,100,81,48,30,21,2,0
"3257",2014-12-01,176,47,45,50,17,5,1
"3258",2014-12-02,119,45,42,41,16,0,3
"3259",2014-12-03,114,35,33,54,26,2,1
"3260",2014-12-04,125,48,35,51,17,3,1
"3261",2014-12-05,135,44,43,56,24,1,1
"3262",2014-12-06,109,60,46,42,23,6,2
"3263",2014-12-07,91,56,48,36,20,3,0
"3264",2014-12-08,125,40,38,46,19,2,3
"3265",2014-12-09,114,34,66,40,21,3,0
"3266",2014-12-10,114,38,52,51,24,2,0
"3267",2014-12-11,130,42,43,47,19,5,0
"3268",2014-12-12,129,50,62,50,21,2,0
"3269",2014-12-13,135,54,51,44,23,2,0
"3270",2014-12-14,118,74,50,36,11,2,1
"3271",2014-12-15,142,41,39,54,26,2,2
"3272",2014-12-16,127,48,55,34,18,2,0
"3273",2014-12-17,146,44,51,49,17,3,2
"3274",2014-12-18,129,44,54,58,19,1,0
"3275",2014-12-19,155,38,46,49,27,2,1
"3276",2014-12-20,119,78,62,55,27,7,4
"3277",2014-12-21,117,54,55,44,22,4,1
"3278",2014-12-22,119,39,66,62,23,3,0
"3279",2014-12-23,130,33,59,71,23,3,0
"3280",2014-12-24,120,35,33,49,33,3,1
"3281",2014-12-25,57,64,33,24,16,5,1
"3282",2014-12-26,96,36,51,41,22,3,1
"3283",2014-12-27,116,57,44,38,27,2,1
"3284",2014-12-28,85,62,43,26,22,3,1
"3285",2014-12-29,108,37,63,55,27,2,2
"3286",2014-12-30,111,35,53,42,15,1,3
"3287",2014-12-31,103,35,44,52,15,4,0
"3288",2015-01-01,160,95,51,28,17,20,2
"3289",2015-01-02,124,47,43,42,22,3,2
"3290",2015-01-03,98,49,53,37,24,3,1
"3291",2015-01-04,71,42,50,25,15,0,2
"3292",2015-01-05,129,42,54,25,17,1,0
"3293",2015-01-06,109,34,35,32,20,4,2
"3294",2015-01-07,103,34,30,34,13,1,0
"3295",2015-01-08,102,33,32,32,21,2,1
"3296",2015-01-09,100,39,42,54,18,5,0
"3297",2015-01-10,97,35,33,26,15,4,2
"3298",2015-01-11,89,56,64,43,13,3,1
"3299",2015-01-12,100,44,61,43,15,2,3
"3300",2015-01-13,104,29,44,52,8,0,1
"3301",2015-01-14,103,30,47,59,18,4,0
"3302",2015-01-15,127,53,64,61,20,3,0
"3303",2015-01-16,131,42,54,55,20,4,1
"3304",2015-01-17,122,49,41,35,21,5,1
"3305",2015-01-18,72,44,44,24,11,4,1
"3306",2015-01-19,105,42,48,34,25,1,0
"3307",2015-01-20,116,45,63,33,22,2,4
"3308",2015-01-21,103,47,49,37,11,1,1
"3309",2015-01-22,115,35,54,47,15,2,1
"3310",2015-01-23,107,50,60,52,18,4,0
"3311",2015-01-24,84,48,43,38,16,5,4
"3312",2015-01-25,90,55,48,29,16,4,5
"3313",2015-01-26,93,46,58,57,18,1,0
"3314",2015-01-27,50,35,33,27,7,1,1
"3315",2015-01-28,96,40,36,27,12,2,1
"3316",2015-01-29,84,42,40,40,12,1,0
"3317",2015-01-30,116,42,42,28,14,2,0
"3318",2015-01-31,88,50,22,18,16,0,1
"3319",2015-02-01,131,60,33,24,13,9,2
"3320",2015-02-02,84,32,39,30,15,1,0
"3321",2015-02-03,93,35,32,34,15,2,0
"3322",2015-02-04,93,46,38,23,14,2,0
"3323",2015-02-05,100,35,53,40,16,3,0
"3324",2015-02-06,118,49,38,53,18,0,0
"3325",2015-02-07,82,52,41,22,17,2,0
"3326",2015-02-08,70,59,45,29,16,1,0
"3327",2015-02-09,81,34,53,39,13,0,0
"3328",2015-02-10,95,31,37,35,14,2,0
"3329",2015-02-11,74,47,53,41,13,0,0
"3330",2015-02-12,104,44,43,37,15,1,0
"3331",2015-02-13,116,36,35,49,24,3,1
"3332",2015-02-14,110,55,34,39,26,2,1
"3333",2015-02-15,86,54,29,22,12,2,0
"3334",2015-02-16,79,28,39,28,15,2,2
"3335",2015-02-17,98,25,33,32,18,3,0
"3336",2015-02-18,117,31,41,35,13,0,0
"3337",2015-02-19,97,38,25,33,25,3,4
"3338",2015-02-20,90,46,33,48,17,2,1
"3339",2015-02-21,95,54,33,43,12,6,0
"3340",2015-02-22,78,55,31,25,16,3,2
"3341",2015-02-23,108,41,36,35,18,4,1
"3342",2015-02-24,88,38,25,27,13,2,0
"3343",2015-02-25,111,53,44,50,23,1,1
"3344",2015-02-26,89,57,38,43,16,2,0
"3345",2015-02-27,100,44,29,52,13,1,1
"3346",2015-02-28,112,64,36,32,8,4,0
"3347",2015-03-01,118,58,30,25,19,7,0
"3348",2015-03-02,112,41,44,36,14,2,0
"3349",2015-03-03,105,43,41,38,24,0,1
"3350",2015-03-04,107,48,35,43,10,2,2
"3351",2015-03-05,81,45,35,28,15,2,0
"3352",2015-03-06,94,44,28,48,24,4,2
"3353",2015-03-07,92,67,34,28,9,4,0
"3354",2015-03-08,76,56,37,23,23,1,0
"3355",2015-03-09,108,53,44,41,18,1,1
"3356",2015-03-10,95,49,49,36,22,2,1
"3357",2015-03-11,105,51,44,33,18,6,0
"3358",2015-03-12,99,42,30,34,16,2,0
"3359",2015-03-13,116,55,35,37,20,5,2
"3360",2015-03-14,117,58,33,46,16,1,2
"3361",2015-03-15,101,62,27,32,15,5,0
"3362",2015-03-16,104,60,41,37,15,1,0
"3363",2015-03-17,108,62,37,43,12,4,1
"3364",2015-03-18,79,55,34,40,16,3,1
"3365",2015-03-19,114,55,42,35,15,3,1
"3366",2015-03-20,107,38,40,44,12,3,1
"3367",2015-03-21,108,42,37,31,14,4,1
"3368",2015-03-22,86,55,39,19,12,5,1
